UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Vibration Sensor [g],Acoustic Emission [dB],Current Draw [A],RUL,failure_mode,time_to_failure
6787,L53966,L,301.2,310.6,1409,50.9,66,0,No Failure,0.5976431377198068,56.362675967728606,9.236087424943344,187,No Failure,187
6788,H36201,H,301.1,310.6,1388,58.5,68,0,No Failure,0.3867850859283993,66.08774010975358,11.501620477703216,185,No Failure,185
6789,M21648,M,301.1,310.6,1410,43.9,73,0,No Failure,0.3901083745271806,57.97474523527224,9.008355526337098,180,No Failure,180
6790,M21649,M,301.1,310.5,1646,30.7,76,0,No Failure,0.5687426755126505,56.00763601600184,11.950999118524615,177,No Failure,177
6791,M21650,M,301.1,310.7,2219,16.7,79,0,No Failure,0.4911455785416987,61.5988902056341,12.609944881699525,174,No Failure,174
6792,L53971,L,301.2,310.7,1551,41.2,82,0,No Failure,0.4546108583846872,59.51416446813749,12.28734368396094,171,No Failure,171
6793,L53972,L,301.2,310.6,1811,24.0,84,0,No Failure,0.589005773247546,61.47284256287582,13.959609206338914,169,No Failure,169
6794,L53973,L,301.3,310.7,1608,31.4,86,0,No Failure,0.4392738585913915,69.44906951946922,9.818535435417775,167,No Failure,167
6795,L53974,L,301.3,310.8,1428,55.2,88,0,No Failure,0.479979874569963,64.5653540296443,10.354402147938126,165,No Failure,165
6796,L53975,L,301.4,310.8,1477,50.4,90,0,No Failure,0.6399227950071159,60.135052771509535,10.64132609552528,163,No Failure,163
6797,M21656,M,301.3,310.7,1300,58.3,92,0,No Failure,0.653914234581065,52.95788307896996,9.879204150018523,161,No Failure,161
6798,M21657,M,301.2,310.7,1615,34.9,95,0,No Failure,0.6572398210270327,57.50018751395682,11.084357948203287,158,No Failure,158
6799,L53978,L,301.2,310.7,1676,32.4,98,0,No Failure,0.4717874223066088,63.55523051272652,6.577591941976023,155,No Failure,155
6800,M21659,M,301.1,310.7,2636,12.2,100,1,Power Failure,0.6230702904984471,54.14479480169092,10.409810777385038,153,Power Failure,153
6801,M21660,M,301.1,310.6,1310,48.8,103,0,No Failure,0.4051047172231322,70.70485148165177,7.245126700234208,150,No Failure,150
6802,L53981,L,301.1,310.7,1334,48.2,106,0,No Failure,0.4093097125277939,60.072082813177744,8.074753444784843,147,No Failure,147
6803,M21662,M,301.1,310.7,1621,31.0,108,0,No Failure,0.2649544147375638,60.24424196604743,11.465779622059827,145,No Failure,145
6804,M21663,M,301.1,310.7,1367,43.4,111,0,No Failure,0.667286820189853,56.66677403521011,9.60176752310196,142,No Failure,142
6805,L53984,L,301.0,310.6,1588,33.7,114,0,No Failure,0.4136020150923921,62.48368878387859,11.395228949431612,139,No Failure,139
6806,M21665,M,301.0,310.7,1497,37.6,116,0,No Failure,0.487346742025294,54.20999096738884,9.55844679279774,137,No Failure,137
6807,L53986,L,301.1,310.8,1608,32.9,119,0,No Failure,0.4089675658071716,70.82446294550729,12.212812632782311,134,No Failure,134
6808,L53987,L,301.0,310.8,1549,41.4,121,0,No Failure,0.5695165248330141,66.58675652326005,9.521838588757394,132,No Failure,132
6809,L53988,L,301.0,310.7,1391,45.0,123,0,No Failure,0.4624366339282659,64.92148222598523,6.090163020873753,130,No Failure,130
6810,L53989,L,300.9,310.8,1490,38.1,125,0,No Failure,0.369518310956705,53.04785497105095,10.45078516402254,128,No Failure,128
6811,L53990,L,301.0,310.7,1727,34.5,127,0,No Failure,0.544166256418606,61.02706635228876,5.662280308594898,126,No Failure,126
6812,L53991,L,300.9,310.6,1504,46.4,129,0,No Failure,0.3566269975189771,66.04543199007003,7.0945581949351855,124,No Failure,124
6813,L53992,L,300.9,310.6,1350,53.8,131,0,No Failure,0.4162594274684508,62.9655269967887,8.23410694200286,122,No Failure,122
6814,M21673,M,300.9,310.7,1420,43.0,133,0,No Failure,0.2893110885373919,54.98945447683113,7.984581044459626,120,No Failure,120
6815,H36228,H,300.8,310.6,1465,44.1,136,0,No Failure,0.3576041887802393,56.74953122345672,8.90989839116743,117,No Failure,117
6816,L53995,L,300.9,310.7,1427,44.1,141,0,No Failure,0.5178529169720478,57.74031930997005,7.915864352937788,112,No Failure,112
6817,L53996,L,300.9,310.7,1477,43.2,143,0,No Failure,0.3035463961897075,56.98281082755696,7.188094672828655,110,No Failure,110
6818,M21677,M,301.0,310.7,1493,48.1,145,0,No Failure,0.3518854275378284,67.64389417855153,13.083671489681548,108,No Failure,108
6819,M21678,M,301.0,310.7,1657,29.9,148,0,No Failure,0.4997631083867191,50.39493430588372,8.643710907216208,105,No Failure,105
6820,L53999,L,300.9,310.7,1359,46.0,151,0,No Failure,0.4456393103906947,63.27959569829418,5.538464693705205,102,No Failure,102
6821,L54000,L,300.8,310.6,1551,34.5,153,0,No Failure,0.6992036635959309,53.53848312535774,9.278163253981486,100,No Failure,100
6822,M21681,M,300.8,310.6,1545,37.5,155,0,No Failure,0.6833896546024376,55.19374256274466,7.750537883944892,98,No Failure,98
6823,M21682,M,300.9,310.6,1709,29.2,158,0,No Failure,0.4132077537248846,49.951333165656415,8.230064745414372,95,No Failure,95
6824,M21683,M,300.9,310.7,1268,56.3,161,0,No Failure,0.5557137618403482,57.25472784420567,11.420684962704971,92,No Failure,92
6825,L54004,L,300.9,310.7,1740,25.3,164,0,No Failure,0.5749282556879451,67.55365825769607,9.103684762429564,89,No Failure,89
6826,L54005,L,301.0,310.9,1828,25.1,166,0,No Failure,0.4402521141975596,61.32412121232389,7.69480679756423,87,No Failure,87
6827,L54006,L,301.0,310.9,1822,21.6,168,0,No Failure,0.3504458463501796,54.00819226500452,10.89250701991449,85,No Failure,85
6828,M21687,M,301.0,310.9,1515,41.8,170,0,No Failure,0.4987701550691942,65.08573837189657,12.299881661218173,83,No Failure,83
6829,L54008,L,301.0,310.9,1392,52.9,173,0,No Failure,0.4827154325185889,66.15652131784343,11.073744325279687,80,No Failure,80
6830,H36243,H,300.9,310.9,1474,35.7,175,0,No Failure,0.4564235503029381,60.52023240519543,5.092888856699149,78,No Failure,78
6831,M21690,M,301.0,310.9,1359,53.4,180,0,No Failure,0.5442316868164485,70.17374579076295,7.770020995205972,73,No Failure,73
6832,L54011,L,301.1,311.0,1565,52.3,183,0,No Failure,0.4249270392994401,64.10782062312308,10.09489706127241,70,No Failure,70
6833,M21692,M,301.1,311.1,1384,42.5,185,0,No Failure,0.3848002452420856,63.41326253646294,9.51140118947197,68,No Failure,68
6834,L54013,L,301.1,311.1,1387,53.1,188,0,No Failure,0.5109082970349832,55.98310646416855,9.345449692121608,65,No Failure,65
6835,L54014,L,301.1,311.0,1378,51.1,190,0,No Failure,0.5385970092568876,63.1369924281067,8.034486614318332,63,No Failure,63
6836,L54015,L,301.0,310.9,1809,25.7,192,0,No Failure,0.3823355056099947,61.08395638802247,7.1888318338451205,61,No Failure,61
6837,H36250,H,301.1,311.0,1339,52.8,194,0,No Failure,0.5928090610991081,62.599145013355134,14.01556343562604,59,No Failure,59
6838,M21697,M,301.0,311.0,1423,38.6,199,0,No Failure,0.3229518862223922,56.57707190429335,10.054221906277824,54,No Failure,54
6839,L54018,L,301.1,311.1,1570,41.6,202,0,No Failure,0.4421886541284356,60.64049442179493,11.284243577734836,51,No Failure,51
6840,L54019,L,301.2,311.2,1558,34.1,204,0,No Failure,0.4741991463802391,55.91569249892521,10.01250234716762,49,No Failure,49
6841,L54020,L,301.1,311.1,1799,21.7,206,0,No Failure,0.436377628734807,49.26433950016984,10.09269739727598,47,No Failure,47
6842,M21701,M,301.1,311.2,1591,35.0,208,0,No Failure,0.4434939526448807,64.99152284289191,9.875793200381423,45,No Failure,45
6843,L54022,L,301.2,311.2,1635,29.6,211,0,No Failure,0.6871074482308114,52.48805509155241,7.759108281851136,42,No Failure,42
6844,L54023,L,301.3,311.3,1509,42.5,213,0,No Failure,0.4149115910961101,60.53593232391208,6.971021083931505,40,No Failure,40
6845,M21704,M,301.3,311.4,1838,23.2,215,0,No Failure,0.7441221722471913,61.6650106472452,10.772450747489971,38,No Failure,38
6846,M21705,M,301.3,311.5,1648,32.4,0,0,No Failure,0.5437126779731052,61.63281507931527,10.375684814542334,253,No Failure,253
6847,M21706,M,301.2,311.5,1498,49.5,3,0,No Failure,0.5092055137311992,58.58460463200875,11.876561796919416,250,No Failure,250
6848,L54027,L,301.2,311.4,1757,28.0,6,0,No Failure,0.5476240353387666,61.35605737639987,11.470721653284054,247,No Failure,247
6849,M21708,M,301.1,311.3,1389,53.3,8,0,No Failure,0.7529927749251952,62.35483534892581,8.382975614500658,245,No Failure,245
6850,L54029,L,301.1,311.3,1498,37.6,11,0,No Failure,0.4006406996068552,63.674824078759926,12.265182617843744,242,No Failure,242
6851,M21710,M,301.0,311.2,1521,35.8,13,0,No Failure,0.387958208106361,68.66720669692131,11.530054390309036,240,No Failure,240
6852,M21711,M,301.0,311.2,1394,41.3,16,0,No Failure,0.4245133803428079,61.17097075749103,11.38168313971467,237,No Failure,237
6853,H36266,H,301.0,311.2,1602,32.7,19,0,No Failure,0.503214314696456,60.32024422508851,14.498653583957616,234,No Failure,234
6854,L54033,L,300.9,311.1,1417,40.7,24,0,No Failure,0.3274228875187426,55.46635517324953,14.087917525016376,229,No Failure,229
6855,L54034,L,301.0,311.2,1511,42.9,26,0,No Failure,0.5022339239318608,62.179731619496685,11.379827533109772,227,No Failure,227
6856,M21715,M,301.1,311.3,1654,30.7,28,0,No Failure,0.6693547133413672,63.33691551570284,11.13039441167506,225,No Failure,225
6857,M21716,M,301.1,311.3,1836,22.8,31,0,No Failure,0.5151407390624777,59.03848407859186,12.16331036353936,222,No Failure,222
6858,L54037,L,301.1,311.3,1622,35.6,34,0,No Failure,0.4707314541024723,62.72306252092019,8.832092460659258,219,No Failure,219
6859,L54038,L,301.0,311.2,1467,45.4,36,0,No Failure,0.4381839551316372,58.53741903225329,8.8603414848179,217,No Failure,217
6860,M21719,M,301.1,311.3,1909,22.7,38,0,No Failure,0.5898511704551564,63.35496326044462,11.346842814183828,215,No Failure,215
6861,L54040,L,301.1,311.2,1910,20.2,41,0,No Failure,0.4174167226761952,64.56301157014872,8.287047821744855,212,No Failure,212
6862,H36275,H,301.1,311.3,2207,16.6,43,0,No Failure,0.6846395920599249,64.49313933365242,11.18553897104651,210,No Failure,210
6863,M21722,M,301.1,311.2,1384,49.4,48,0,No Failure,0.6933359747714357,60.5892216307065,10.31366433307238,205,No Failure,205
6864,L54043,L,301.1,311.3,1630,29.5,51,0,No Failure,0.5256750798661788,54.80015924191474,8.287619790815762,202,No Failure,202
6865,L54044,L,301.1,311.3,1268,60.0,53,0,No Failure,0.4988484911923355,56.9404347367909,10.0517330205766,200,No Failure,200
6866,L54045,L,301.1,311.4,1531,38.7,55,0,No Failure,0.603065980824156,62.97578661942365,12.610163184276832,198,No Failure,198
6867,M21726,M,301.0,311.3,1454,41.5,57,0,No Failure,0.6094798502227325,72.24406152870114,10.164740901307676,196,No Failure,196
6868,L54047,L,301.0,311.3,1342,50.9,60,0,No Failure,0.4194008268940584,58.29639614233959,10.173095295235957,193,No Failure,193
6869,L54048,L,301.0,311.2,1363,46.3,62,0,No Failure,0.4473444866863298,62.2791883919407,10.657970557809191,191,No Failure,191
6870,L54049,L,301.0,311.2,1412,42.1,64,0,No Failure,0.3677652565316704,57.219737212602986,10.918377045783217,189,No Failure,189
6871,H36284,H,301.0,311.3,1597,39.2,66,0,No Failure,0.5409064938334057,55.1301647787545,9.338319067837611,187,No Failure,187
6872,L54051,L,301.0,311.3,1349,47.0,71,0,No Failure,0.5666627883456891,56.61842068211319,10.700522095934096,182,No Failure,182
6873,L54052,L,301.0,311.3,1472,35.3,73,0,No Failure,0.3650074362138726,49.58764011648664,7.901859280818534,180,No Failure,180
6874,L54053,L,301.0,311.4,1478,39.5,75,0,No Failure,0.4544801095183841,66.76717531453875,8.401857886332223,178,No Failure,178
6875,H36288,H,300.9,311.3,1295,58.9,77,0,No Failure,0.3652746082418651,48.84934873542693,8.657701783848754,176,No Failure,176
6876,M21735,M,300.8,311.2,1592,32.9,82,0,No Failure,0.4101200189756162,58.68085884799684,10.939525379268217,171,No Failure,171
6877,L54056,L,300.8,311.2,1430,54.4,85,0,No Failure,0.55510170602263,54.10936052324973,10.320465655112557,168,No Failure,168
6878,M21737,M,300.8,311.2,1488,40.1,87,0,No Failure,0.426651793332172,55.578098923188975,9.731280845512094,166,No Failure,166
6879,H36292,H,300.9,311.2,1518,35.0,90,0,No Failure,0.4699174043967701,66.88261329869334,11.381539979170574,163,No Failure,163
6880,H36293,H,300.8,311.2,2237,17.0,95,0,No Failure,0.3372688272052684,61.00533495015696,10.757724165484673,158,No Failure,158
6881,M21740,M,300.9,311.3,1801,24.6,100,0,No Failure,0.5186990209724665,55.173019204091496,9.420046440034255,153,No Failure,153
6882,L54061,L,301.0,311.4,1573,37.6,103,0,No Failure,0.4955726680155351,57.05241433751745,7.929538314360376,150,No Failure,150
6883,L54062,L,300.9,311.4,2073,21.4,105,0,No Failure,0.4271040749966838,56.17259389778957,8.360582397546494,148,No Failure,148
6884,L54063,L,300.9,311.3,1953,19.4,107,0,No Failure,0.4810985702317525,59.7822716396056,7.066381069214216,146,No Failure,146
6885,L54064,L,300.8,311.2,1492,39.0,109,0,No Failure,0.5180294880503444,60.86445842393847,10.281139100301653,144,No Failure,144
6886,L54065,L,300.8,311.2,1397,48.7,111,0,No Failure,0.4185131851090656,69.4778738661428,8.275722435092657,142,No Failure,142
6887,M21746,M,300.8,311.3,1465,43.2,113,0,No Failure,0.352373745599822,50.418496170011466,9.009354036032258,140,No Failure,140
6888,L54067,L,300.8,311.3,1782,26.9,116,0,No Failure,0.6805574432686815,59.82593842621024,9.744818638742272,137,No Failure,137
6889,M21748,M,300.9,311.4,1434,45.4,118,0,No Failure,0.4366727295289727,58.42216153732739,12.08799038266137,135,No Failure,135
6890,H36303,H,300.9,311.4,1387,42.7,121,0,No Failure,0.4903239896813111,64.73274263858391,11.85758119663364,132,No Failure,132
6891,M21750,M,300.9,311.4,1532,41.5,126,0,No Failure,0.6010839735020314,61.774090590891966,9.890583057492051,127,No Failure,127
6892,L54071,L,300.9,311.5,1505,41.1,129,0,No Failure,0.8529055187570485,62.951811040574725,12.531006978800598,124,No Failure,124
6893,L54072,L,301.0,311.6,1440,43.3,131,0,No Failure,0.3755513550111134,61.72543093007541,5.975302981358278,122,No Failure,122
6894,L54073,L,301.0,311.6,1470,43.4,133,0,No Failure,0.544982721372651,55.3400443735823,13.754441099533024,120,No Failure,120
6895,L54074,L,301.1,311.7,1408,46.3,135,0,No Failure,0.4292447714705893,66.05632748246506,11.38499942860917,118,No Failure,118
6896,M21755,M,301.0,311.6,1357,45.6,137,0,No Failure,0.4461209695423289,63.992524523078345,10.205606570039858,116,No Failure,116
6897,M21756,M,301.0,311.6,1454,40.0,140,0,No Failure,0.427978797899321,64.57764895862371,8.217280638495874,113,No Failure,113
6898,L54077,L,301.0,311.6,1352,63.5,143,0,No Failure,0.3874345032199415,66.32025085253582,9.123865267739072,110,No Failure,110
6899,M21758,M,301.0,311.6,1448,43.9,145,0,No Failure,0.4958708638215338,62.0883755032598,11.218701791156082,108,No Failure,108
6900,L54079,L,300.9,311.6,1671,33.5,148,0,No Failure,0.3525497312951764,67.40496202058746,11.264158767062828,105,No Failure,105
6901,L54080,L,301.0,311.7,1670,31.3,150,0,No Failure,0.594680756651187,61.8881978589332,11.336786741181571,103,No Failure,103
6902,L54081,L,301.0,311.7,1547,34.5,152,0,No Failure,0.5055002936033375,58.90470705987696,8.543006531267078,101,No Failure,101
6903,L54082,L,301.0,311.6,1461,40.6,154,0,No Failure,0.542243497290144,59.966980447583175,8.14030457396958,99,No Failure,99
6904,M21763,M,301.0,311.6,1609,35.8,156,0,No Failure,0.4533811388053777,59.88078115931942,10.390410488705012,97,No Failure,97
6905,M21764,M,300.9,311.5,1704,31.3,159,0,No Failure,0.4632796065788251,57.403043389547285,11.539707915542946,94,No Failure,94
6906,M21765,M,301.0,311.5,1550,34.9,162,0,No Failure,0.5287563905167328,68.1594442418511,10.006369699009715,91,No Failure,91
6907,M21766,M,301.0,311.5,1530,43.9,165,0,No Failure,0.3835949367594174,61.481476827518335,12.962968493770337,88,No Failure,88
6908,L54087,L,300.9,311.3,1449,40.2,168,0,No Failure,0.4642009565586664,60.47369237916453,10.066274924380222,85,No Failure,85
6909,L54088,L,300.9,311.3,1613,32.7,170,0,No Failure,0.4140386486121545,61.94137127463217,9.998582712334027,83,No Failure,83
6910,L54089,L,300.8,311.2,1376,48.1,172,0,No Failure,0.4109431189408986,74.89927258368573,11.341119982385338,81,No Failure,81
6911,L54090,L,300.8,311.2,1434,45.6,174,0,No Failure,0.2890161759374358,54.3413790570017,12.438460275184076,79,No Failure,79
6912,L54091,L,300.8,311.1,1480,41.1,176,0,No Failure,0.633932658948,55.77480744141862,7.30148948039091,77,No Failure,77
6913,M21772,M,300.8,311.2,1634,31.9,178,0,No Failure,0.4313461246846231,53.09714491276502,7.7639765839288035,75,No Failure,75
6914,L54093,L,300.8,311.2,1481,38.5,181,0,Random Failures,0.616337605516355,58.83700380782257,9.373477124511924,72,Random Failures,72
6915,H36328,H,300.9,311.3,1668,28.9,183,0,No Failure,0.6068792321394292,61.2275922166368,16.317883569177326,70,No Failure,70
6916,L54095,L,301.0,311.4,1484,36.2,188,0,No Failure,0.3714000293483506,57.673387408294616,9.477062874918136,65,No Failure,65
6917,M21776,M,300.9,311.3,1603,31.8,190,0,No Failure,0.3911588764327154,57.30136600924115,9.756434113978862,63,No Failure,63
6918,L54097,L,301.0,311.4,1481,37.5,193,0,No Failure,0.7560502959355684,60.71202433314066,11.236703859615837,60,No Failure,60
6919,L54098,L,301.0,311.5,1559,31.8,195,0,No Failure,0.6750925941927144,57.48946087585151,11.95385780562695,58,No Failure,58
6920,L54099,L,301.0,311.5,1444,39.8,197,0,No Failure,0.4968481486671895,61.550879135914194,10.339570232909512,56,No Failure,56
6921,M21780,M,301.2,311.6,1423,48.0,199,0,No Failure,0.5257373106417349,65.57117173371302,12.328694990080512,54,No Failure,54
6922,L54101,L,301.1,311.6,1432,48.1,202,0,No Failure,0.4369153597052811,63.38515234900403,7.61205763394816,51,No Failure,51
6923,L54102,L,301.2,311.7,1463,48.3,204,0,No Failure,0.543235271420034,64.40506673582601,8.46782315051455,49,No Failure,49
6924,L54103,L,301.2,311.7,1433,49.3,206,0,No Failure,0.4282818099277528,65.4295920575336,12.32497390115928,47,No Failure,47
6925,L54104,L,301.2,311.6,1461,52.9,208,1,Overstrain Failure,0.2967646235701615,61.41414080059352,10.021886229566949,45,Overstrain Failure,45
6926,M21785,M,301.1,311.6,1266,55.5,210,0,No Failure,0.3678444213488949,59.206794869784495,7.47509878998267,43,No Failure,43
6927,H36340,H,301.1,311.6,1417,53.4,0,0,No Failure,0.5021092747850587,56.13873464558402,7.354924136765585,253,No Failure,253
6928,L54107,L,301.1,311.6,1488,43.4,5,0,No Failure,0.3868932764497412,58.0441091818214,8.37811838931059,248,No Failure,248
6929,L54108,L,301.1,311.7,1816,24.5,7,0,No Failure,0.4932722535086465,57.38157233661553,10.004251084315833,246,No Failure,246
6930,M21789,M,301.0,311.6,1301,55.0,9,0,No Failure,0.3925338960567137,63.65836163310456,10.934759139453575,244,No Failure,244
6931,M21790,M,300.9,311.5,1836,21.8,12,0,No Failure,0.4217646077498006,61.73391277297098,9.341880000111722,241,No Failure,241
6932,M21791,M,300.8,311.4,1521,39.9,15,0,No Failure,0.5853165306413192,63.48378931357151,10.769998378479038,238,No Failure,238
6933,L54112,L,300.8,311.4,1322,67.2,18,1,Power Failure,0.5247480547640104,54.19831571949924,9.12586702661277,235,Power Failure,235
6934,L54113,L,300.8,311.4,1492,40.6,20,0,No Failure,0.4990335578686652,67.15874742120539,12.447840403233837,233,No Failure,233
6935,L54114,L,300.8,311.4,1536,40.9,22,0,No Failure,0.5878963973070651,57.86509814246619,15.103680189144711,231,No Failure,231
6936,L54115,L,300.7,311.2,1878,24.3,24,0,No Failure,0.5480608593347347,54.49991678962669,9.214774535831152,229,No Failure,229
6937,L54116,L,300.6,311.1,1471,40.7,26,0,No Failure,0.6446563291251368,57.80391117589094,10.959865621597892,227,No Failure,227
6938,H36351,H,300.6,311.1,1452,40.2,28,0,No Failure,0.4540140737684859,72.41882996293754,10.796821648300224,225,No Failure,225
6939,L54118,L,300.7,311.2,1452,44.4,33,0,No Failure,0.4570365021472491,58.06141566754216,10.27739085251985,220,No Failure,220
6940,M21799,M,300.7,311.3,1348,53.0,35,0,No Failure,0.3698890733608654,58.37451764264537,11.306501890682584,218,No Failure,218
6941,H36354,H,300.8,311.4,1453,44.6,38,0,No Failure,0.457101928262758,59.03947659685162,10.957642377959656,215,No Failure,215
6942,L54121,L,300.8,311.4,1316,57.6,43,0,No Failure,0.5964769894302446,59.25689808284272,9.057892859230211,210,No Failure,210
6943,M21802,M,300.8,311.4,1732,26.9,45,0,No Failure,0.6299987372262135,56.09261967099373,12.633091545245376,208,No Failure,208
6944,L54123,L,300.7,311.3,1522,35.2,48,0,No Failure,0.5960305168086668,60.71606541603065,10.403332494973553,205,No Failure,205
6945,M21804,M,300.7,311.3,1487,39.8,50,0,No Failure,0.3205808133450564,65.37797454099166,9.230399160339273,203,No Failure,203
6946,M21805,M,300.8,311.4,1852,22.2,53,0,No Failure,0.6083145212660734,61.57144657739354,14.886405047694804,200,No Failure,200
6947,L54126,L,300.7,311.2,1486,46.8,56,0,No Failure,0.3161481376727929,54.44417350550008,9.7675732456888,197,No Failure,197
6948,M21807,M,300.7,311.3,1562,37.1,58,0,No Failure,0.5898117324122347,58.27827047533146,10.5098876828475,195,No Failure,195
6949,L54128,L,300.7,311.2,1457,51.4,61,0,No Failure,0.4632215473428945,57.24236299949185,10.350880689160672,192,No Failure,192
6950,M21809,M,300.7,311.2,1769,26.5,63,0,No Failure,0.5702533313933855,60.264697341174006,9.740210778097584,190,No Failure,190
6951,H36364,H,300.7,311.3,1374,53.1,66,0,No Failure,0.3667551652105434,66.65225835781159,10.89732941008803,187,No Failure,187
6952,L54131,L,300.8,311.3,1524,43.5,71,0,No Failure,0.6171167632706147,59.25558601989559,8.31000018181675,182,No Failure,182
6953,L54132,L,300.8,311.3,1498,40.2,73,0,No Failure,0.3535025253895111,59.55922565564805,11.193086773046115,180,No Failure,180
6954,L54133,L,300.8,311.3,1462,41.4,75,0,No Failure,0.4331545089146822,68.88822409409715,6.483291943215141,178,No Failure,178
6955,M21814,M,300.8,311.2,1429,52.3,77,0,No Failure,0.4001905372230965,64.3810299583583,7.403860497485741,176,No Failure,176
6956,L54135,L,300.7,311.2,1399,47.9,80,0,No Failure,0.3245715147177501,62.870406410532674,13.65144909433703,173,No Failure,173
6957,M21816,M,300.8,311.2,1434,39.1,82,0,No Failure,0.5094527567588468,69.79065807650888,7.487639946556428,171,No Failure,171
6958,L54137,L,300.7,311.1,1324,52.2,85,0,No Failure,0.6806089117836962,62.44905627397007,6.080082295926278,168,No Failure,168
6959,L54138,L,300.6,311.0,1563,40.7,87,0,No Failure,0.7666905222320008,50.06736429011239,7.537167661867625,166,No Failure,166
6960,L54139,L,300.6,311.0,1543,34.7,89,0,No Failure,0.5097155787086248,64.1633287894018,13.480114538393469,164,No Failure,164
6961,L54140,L,300.7,311.0,1413,52.0,91,0,Random Failures,0.6116681275067523,52.03995771440675,6.41627651945457,162,Random Failures,162
6962,M21821,M,300.7,311.0,1378,41.2,93,0,No Failure,0.5232094637928537,62.26002684291224,8.088371634816898,160,No Failure,160
6963,M21822,M,300.7,311.1,1373,49.9,96,0,No Failure,0.5498883194768213,51.43128212935381,7.083615031366026,157,No Failure,157
6964,H36377,H,300.7,311.0,1981,19.9,99,0,No Failure,0.4657851348872761,57.6657229480004,9.451741605819985,154,No Failure,154
6965,M21824,M,300.7,311.0,1263,52.3,104,0,No Failure,0.5195076925422603,58.18107735195064,9.127958203638528,149,No Failure,149
6966,L54145,L,300.7,311.0,1312,52.1,107,0,No Failure,0.5537478704606429,56.14940446384124,9.038486986545934,146,No Failure,146
6967,L54146,L,300.7,311.0,1969,20.7,109,0,No Failure,0.4421540271123668,58.255740014044,13.712267598810271,144,No Failure,144
6968,M21827,M,300.8,311.2,1365,51.7,111,0,No Failure,0.4922505700107012,65.16280860180277,7.601849364724904,142,No Failure,142
6969,L54148,L,300.9,311.2,1789,25.5,114,0,No Failure,0.4941569881002511,56.43023543920224,9.795624440565778,139,No Failure,139
6970,M21829,M,300.8,311.1,1583,32.1,116,0,No Failure,0.5826403317330524,62.725704397552704,10.677202492641468,137,No Failure,137
6971,L54150,L,300.7,311.0,1436,44.9,119,0,No Failure,0.3933967828372319,55.171751801963495,8.039581475855712,134,No Failure,134
6972,M21831,M,300.7,311.0,1559,42.8,121,0,No Failure,0.4948457791392348,59.05250211803936,10.973179962493203,132,No Failure,132
6973,L54152,L,300.7,311.0,1377,49.9,124,0,No Failure,0.6912005469052698,61.619196331637255,9.200379010893384,129,No Failure,129
6974,L54153,L,300.7,311.0,1462,41.9,126,0,No Failure,0.6164060152585937,55.0173579169072,10.748618132379711,127,No Failure,127
6975,L54154,L,300.7,311.0,1318,48.2,128,0,No Failure,0.6349179048888706,53.44139783544655,9.784001496948694,125,No Failure,125
6976,M21835,M,300.7,311.0,1378,51.6,130,0,No Failure,0.5024431840178034,62.45939075289444,5.898937548867392,123,No Failure,123
6977,L54156,L,300.6,310.9,1344,46.7,133,0,No Failure,0.5320997563686023,65.6154019967032,12.612197425531482,120,No Failure,120
6978,L54157,L,300.7,311.1,2377,14.3,135,0,No Failure,0.6002236166702926,59.60467490256314,14.140916630708144,118,No Failure,118
6979,L54158,L,300.7,311.1,1427,50.3,137,0,No Failure,0.6560255529530931,57.71343546721648,9.646491636130373,116,No Failure,116
6980,L54159,L,300.9,311.2,1353,60.4,139,0,No Failure,0.3048397087117113,60.77837693844194,8.204095896266791,114,No Failure,114
6981,L54160,L,300.8,311.3,1505,45.5,141,0,No Failure,0.3684558692950154,60.2773995938269,13.012025442351376,112,No Failure,112
6982,H36395,H,300.8,311.2,1612,32.5,143,0,No Failure,0.6309444101402648,61.21451270355626,13.780765805734942,110,No Failure,110
6983,L54162,L,300.7,311.1,1440,43.0,148,0,No Failure,0.4723110644231196,47.35877449843143,9.662409176820006,105,No Failure,105
6984,M21843,M,300.7,311.0,1334,53.9,150,0,No Failure,0.4328279210741922,54.65447854417018,9.562638769558973,103,No Failure,103
6985,M21844,M,300.7,311.0,1706,25.0,153,0,No Failure,0.3745839013004396,55.77384947281573,9.840177804657,100,No Failure,100
6986,H36399,H,300.8,311.1,1698,24.8,156,0,No Failure,0.444498329845589,60.75433814255781,6.650902221509391,97,No Failure,97
6987,L54166,L,300.7,311.1,1688,30.7,161,0,No Failure,0.3597630716576175,60.92938941811133,9.417748242613545,92,No Failure,92
6988,L54167,L,300.7,311.1,2437,13.8,163,0,No Failure,0.7091094272732477,63.18090244342018,13.42988377509849,90,No Failure,90
6989,L54168,L,300.7,311.1,1478,46.8,165,0,No Failure,0.4977563948019426,61.28790874605218,9.66262267845888,88,No Failure,88
6990,M21849,M,300.7,311.1,1608,35.3,167,0,No Failure,0.4942049458237282,53.49632464806332,7.91993094425559,86,No Failure,86
6991,L54170,L,300.7,311.1,2478,13.4,170,1,Power Failure,0.5588076675167832,67.2350230879253,10.99337123860896,83,Power Failure,83
6992,L54171,L,300.8,311.1,1509,33.4,172,0,No Failure,0.596234516926657,66.35959151711182,8.665602403011775,81,No Failure,81
6993,L54172,L,300.7,311.0,1596,36.9,174,0,No Failure,0.594588815655464,53.70901354986537,9.867095752664149,79,No Failure,79
